learning_rate,batch_size,dropout_rate,train_losses,train_accuracies,test_accuracies,final_acc,tpr,fpr,recall
0.0005,128,0.4,"[0.5508979141712189, 0.3834345552010265, 0.3100541847508128, 0.2609087469858852, 0.2151354038133854, 0.17821378332328022, 0.14628477204379028, 0.10301288835159163, 0.07839277942733067, 0.06433717458834493, 0.04934270836231185, 0.0362555845633028, 0.025791400295447527, 0.015961046242798732, 0.011525387559237519, 0.008311993177465306, 0.011929005637340914, 0.011531875645968971, 0.008105590327726148, 0.005966278282183457, 0.005253942754513364, 0.0034379382012033367, 0.0029885169156501448, 0.001935851987928334, 0.0018434413712532297]","[0.7422764227642277, 0.816260162601626, 0.8674796747967479, 0.8934959349593496, 0.9016260162601626, 0.9308943089430894, 0.9495934959349593, 0.9666666666666667, 0.9788617886178862, 0.983739837398374, 0.9861788617886179, 0.9926829268292683, 0.9959349593495935, 0.9983739837398374, 0.9983739837398374, 1.0, 0.9983739837398374, 0.9975609756097561, 1.0, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.7402597402597403, 0.7467532467532467, 0.7564935064935064, 0.8441558441558441, 0.8928571428571429, 0.8733766233766234, 0.9123376623376623, 0.8961038961038961, 0.9545454545454546, 0.9285714285714286, 0.948051948051948, 0.9545454545454546, 0.9415584415584416, 0.9383116883116883, 0.9545454545454546, 0.9448051948051948, 0.9545454545454546, 0.9512987012987013, 0.9512987012987013, 0.948051948051948, 0.948051948051948, 0.9642857142857143, 0.961038961038961, 0.9512987012987013, 0.9577922077922078]",0.9577922077922078,[0.96929825],[0.075],[0.96929825]
0.001,16,0.1,"[0.4303280511522681, 0.26543233922826565, 0.20459179476024658, 0.16226051992517176, 0.14233874315168799, 0.11624719462380177, 0.060749977730154024, 0.028440780254701772, 0.04151356219412471, 0.018203408230470904, 0.025002109762508332, 0.02319463107723561, 0.026033316822949706, 0.04999716184291292, 0.02260765490094692, 0.0019919520485824414, 0.0009242091901227453, 0.0005382449610340523, 0.0004319870000827217, 0.00046376185266895414, 0.00039583699346133847, 0.0003429621366068921, 0.00038961065835858947, 0.00029783695861668804, 0.00021210555446228178]","[0.8065040650406504, 0.8943089430894309, 0.9227642276422764, 0.9349593495934959, 0.9479674796747968, 0.9560975609756097, 0.9715447154471545, 0.9926829268292683, 0.9861788617886179, 0.9951219512195122, 0.9943089430894309, 0.9926829268292683, 0.9910569105691057, 0.9804878048780488, 0.9934959349593496, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8441558441558441, 0.8928571428571429, 0.9545454545454546, 0.9383116883116883, 0.8344155844155844, 0.948051948051948, 0.948051948051948, 0.9642857142857143, 0.9448051948051948, 0.961038961038961, 0.961038961038961, 0.9545454545454546, 0.9188311688311688, 0.974025974025974, 0.9642857142857143, 0.9545454545454546, 0.9577922077922078, 0.961038961038961, 0.961038961038961, 0.9545454545454546, 0.9707792207792207, 0.974025974025974, 0.9675324675324676, 0.9642857142857143, 0.9707792207792207]",0.9707792207792207,[0.99122807],[0.0875],[0.99122807]
0.001,16,0.2,"[0.37801356853508367, 0.26632737342904256, 0.15045174134940636, 0.12047518536569626, 0.08117032800536088, 0.0680340479847377, 0.0713663534268858, 0.035592679085770275, 0.03853055361253247, 0.011751695993409408, 0.0073220757746262615, 0.019379084319069345, 0.004119452818228704, 0.002510731875502724, 0.0006045377534427075, 0.0006091049122619367, 0.0004152802218790961, 0.0003020861428611658, 0.00032262040070391533, 0.0002310093051867041, 0.0002915633777516129, 0.0001982930612067003, 0.0003028435033355173, 0.00020352569792033513, 0.00020237442838809855]","[0.8422764227642277, 0.8886178861788618, 0.9463414634146341, 0.9536585365853658, 0.9666666666666667, 0.9764227642276423, 0.973170731707317, 0.9869918699186991, 0.9861788617886179, 0.9975609756097561, 0.9983739837398374, 0.9910569105691057, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8668831168831169, 0.9188311688311688, 0.935064935064935, 0.9383116883116883, 0.9155844155844156, 0.961038961038961, 0.9512987012987013, 0.9512987012987013, 0.9642857142857143, 0.9512987012987013, 0.948051948051948, 0.9512987012987013, 0.9545454545454546, 0.9577922077922078, 0.9577922077922078, 0.9577922077922078, 0.9577922077922078, 0.961038961038961, 0.9577922077922078, 0.961038961038961, 0.9577922077922078, 0.9577922077922078, 0.961038961038961, 0.9577922077922078, 0.9577922077922078]",0.9577922077922078,[0.97807018],[0.1],[0.97807018]
0.001,16,0.3,"[0.43377553859377294, 0.27757388615026707, 0.19032586900199333, 0.13825981334699847, 0.12052030425246169, 0.08191068323283661, 0.06254101036404207, 0.05092666438341565, 0.03971621769487979, 0.01363578611318537, 0.02224747822884985, 0.008663659514328115, 0.02008189759884461, 0.029906774349737823, 0.018435780065914054, 0.008317347707007292, 0.006353423287131354, 0.0015699802655930162, 0.0023523542926296814, 0.0011247954353269798, 0.0004443157627886138, 0.00019757316867019734, 0.00040193879826469264, 0.00020429267329391, 0.0002306685944223148]","[0.8056910569105691, 0.875609756097561, 0.932520325203252, 0.9536585365853658, 0.9495934959349593, 0.9715447154471545, 0.975609756097561, 0.9829268292682927, 0.9861788617886179, 0.9967479674796748, 0.9934959349593496, 0.9975609756097561, 0.9910569105691057, 0.991869918699187, 0.9943089430894309, 0.9975609756097561, 0.9975609756097561, 1.0, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8571428571428571, 0.8831168831168831, 0.8831168831168831, 0.935064935064935, 0.9512987012987013, 0.948051948051948, 0.961038961038961, 0.8798701298701299, 0.9545454545454546, 0.9545454545454546, 0.974025974025974, 0.9025974025974026, 0.9642857142857143, 0.9577922077922078, 0.9642857142857143, 0.9545454545454546, 0.9675324675324676, 0.9805194805194806, 0.9577922077922078, 0.9707792207792207, 0.9707792207792207, 0.974025974025974, 0.9642857142857143, 0.9707792207792207, 0.974025974025974]",0.974025974025974,[0.99122807],[0.075],[0.99122807]
0.001,16,0.4,"[0.46427550625994923, 0.2917644130989788, 0.2244938987541974, 0.1882457993137158, 0.13605741349662223, 0.10561988150201193, 0.06744038962221485, 0.06284482528463127, 0.06422041538417551, 0.024009063575659097, 0.027058275720876893, 0.021668541439400977, 0.03457175344323391, 0.01911618473704874, 0.01585694389508628, 0.008774736284769786, 0.011051597862813917, 0.01810335583373908, 0.004284936366616975, 0.0028233577150541993, 0.0008016919704060434, 0.00039476442764613994, 0.0004189655963628178, 0.000248180183462694, 0.0004826065482904404]","[0.7910569105691057, 0.8747967479674796, 0.9032520325203252, 0.9252032520325203, 0.9536585365853658, 0.9609756097560975, 0.9739837398373984, 0.9772357723577236, 0.9780487804878049, 0.9934959349593496, 0.9886178861788618, 0.9934959349593496, 0.9869918699186991, 0.9943089430894309, 0.9951219512195122, 0.9983739837398374, 0.9975609756097561, 0.9983739837398374, 0.9983739837398374, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8214285714285714, 0.6623376623376623, 0.9253246753246753, 0.9253246753246753, 0.961038961038961, 0.948051948051948, 0.9448051948051948, 0.9545454545454546, 0.9577922077922078, 0.9512987012987013, 0.9642857142857143, 0.9642857142857143, 0.9318181818181818, 0.9642857142857143, 0.9545454545454546, 0.9675324675324676, 0.9448051948051948, 0.9577922077922078, 0.9577922077922078, 0.9642857142857143, 0.9707792207792207, 0.9707792207792207, 0.9707792207792207, 0.9707792207792207, 0.9707792207792207]",0.9707792207792207,[0.99122807],[0.0875],[0.99122807]
0.001,32,0.1,"[0.44453646046359363, 0.25126435361742006, 0.15846464859276282, 0.10824989240949716, 0.060421088922435674, 0.041665388707344125, 0.0368309517141159, 0.013447975845840888, 0.007911535469073106, 0.031115975614061684, 0.06814997014097446, 0.015032414159154505, 0.009908275085508945, 0.004285575023178405, 0.001393652673738789, 0.0005463286105172361, 0.00044994925419888476, 0.00037381929611385897, 0.000471004664096262, 0.000242280889535796, 0.0002554857662814571, 0.00022942792483211715, 0.00016661654535266458, 0.00017665798091556786, 0.00018269792718508061]","[0.7975609756097561, 0.8951219512195122, 0.9406504065040651, 0.9577235772357724, 0.9796747967479674, 0.9829268292682927, 0.9902439024390244, 0.9959349593495935, 0.9991869918699187, 0.9886178861788618, 0.9723577235772358, 0.9959349593495935, 0.9975609756097561, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8571428571428571, 0.8766233766233766, 0.922077922077922, 0.9545454545454546, 0.9383116883116883, 0.9090909090909091, 0.9415584415584416, 0.9545454545454546, 0.9675324675324676, 0.8798701298701299, 0.9448051948051948, 0.922077922077922, 0.961038961038961, 0.9448051948051948, 0.9577922077922078, 0.9577922077922078, 0.9577922077922078, 0.9577922077922078, 0.9545454545454546, 0.9512987012987013, 0.9545454545454546, 0.9577922077922078, 0.9577922077922078, 0.9545454545454546, 0.9577922077922078]",0.9577922077922078,[0.99561404],[0.15],[0.99561404]
0.001,32,0.2,"[0.5195073016775332, 0.3277149811023619, 0.23524806000352874, 0.1863043227331425, 0.11684444011226902, 0.08623991419629352, 0.04605514978369077, 0.035440378817843225, 0.05184272441679869, 0.031164705904003807, 0.009973463549361966, 0.007207595333797721, 0.002097111129830402, 0.001046348908041581, 0.0006481141663509955, 0.0006034343525657536, 0.0005708282936115491, 0.0005625682708814861, 0.0003465867955668269, 0.00027901510115546305, 0.0002625524643259653, 0.00026417932022605245, 0.00028370072236057463, 0.00027433077367476936, 0.0002397455981359022]","[0.7715447154471544, 0.8512195121951219, 0.8975609756097561, 0.9317073170731708, 0.9536585365853658, 0.9682926829268292, 0.9821138211382113, 0.9886178861788618, 0.9780487804878049, 0.989430894308943, 0.9991869918699187, 0.9975609756097561, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8181818181818182, 0.8474025974025974, 0.9123376623376623, 0.8441558441558441, 0.8766233766233766, 0.961038961038961, 0.9577922077922078, 0.9285714285714286, 0.8863636363636364, 0.9707792207792207, 0.9675324675324676, 0.9772727272727273, 0.9707792207792207, 0.9675324675324676, 0.9675324675324676, 0.9675324675324676, 0.9675324675324676, 0.974025974025974, 0.9707792207792207, 0.9675324675324676, 0.9675324675324676, 0.9675324675324676, 0.9675324675324676, 0.9642857142857143, 0.9642857142857143]",0.9642857142857143,[0.98684211],[0.1],[0.98684211]
0.001,32,0.3,"[0.43605658995911356, 0.22681985899684876, 0.16187042283818004, 0.12170837080575586, 0.11788144109210348, 0.07451326498171178, 0.054188512348214056, 0.020036904623625968, 0.011876470682673095, 0.008617791260130764, 0.003722729687995421, 0.0018757007448229849, 0.0015787744237421406, 0.0012425667174705646, 0.0007413628254165283, 0.0009109984916763577, 0.0005265363041080565, 0.0003926435513876197, 0.00034488456018980806, 0.00041901800588409346, 0.0003609943373282099, 0.0010976060890065926, 0.001555916310592774, 0.015251568883914894, 0.11149709436709318]","[0.8, 0.9097560975609756, 0.9365853658536586, 0.9544715447154472, 0.9528455284552846, 0.967479674796748, 0.9829268292682927, 0.9943089430894309, 0.9967479674796748, 0.9983739837398374, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9926829268292683, 0.9552845528455285]","[0.8636363636363636, 0.935064935064935, 0.9285714285714286, 0.9383116883116883, 0.935064935064935, 0.8928571428571429, 0.948051948051948, 0.9675324675324676, 0.9545454545454546, 0.9577922077922078, 0.9707792207792207, 0.9642857142857143, 0.9707792207792207, 0.9642857142857143, 0.9707792207792207, 0.9642857142857143, 0.9642857142857143, 0.9675324675324676, 0.9675324675324676, 0.961038961038961, 0.9707792207792207, 0.9642857142857143, 0.9642857142857143, 0.9512987012987013, 0.9123376623376623]",0.9123376623376623,[1.],[0.3375],[1.]
0.001,32,0.4,"[0.4213020962428271, 0.2679944205574873, 0.22394976943004422, 0.14648887573218927, 0.10866091267122485, 0.06339866125244435, 0.03902822732925415, 0.03259926060956668, 0.046696850499971125, 0.0186766634664945, 0.012053676284243905, 0.006117537978854848, 0.01295488628433881, 0.024800658921097837, 0.012539166531419548, 0.00488776738142095, 0.0038854683616872483, 0.0017337177086969822, 0.0007904381243269739, 0.00046555449588913316, 0.000522326111222799, 0.0003124591277351951, 0.0003455826928304334, 0.0002343575890498743, 0.0001847380184566335]","[0.7878048780487805, 0.8910569105691057, 0.9016260162601626, 0.943089430894309, 0.9609756097560975, 0.9796747967479674, 0.989430894308943, 0.989430894308943, 0.9853658536585366, 0.9951219512195122, 0.9975609756097561, 0.9991869918699187, 0.9967479674796748, 0.989430894308943, 0.9967479674796748, 0.9991869918699187, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.7987012987012987, 0.9123376623376623, 0.9253246753246753, 0.9123376623376623, 0.9512987012987013, 0.9383116883116883, 0.9545454545454546, 0.9415584415584416, 0.9577922077922078, 0.9577922077922078, 0.9642857142857143, 0.948051948051948, 0.9448051948051948, 0.961038961038961, 0.9675324675324676, 0.9285714285714286, 0.9675324675324676, 0.974025974025974, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0.9642857142857143, 0.9707792207792207, 0.9642857142857143, 0.9642857142857143]",0.9642857142857143,[0.98684211],[0.1],[0.98684211]
0.001,64,0.1,"[0.5057921644148787, 0.30967068047058294, 0.235269791178587, 0.17081975956273274, 0.15246999372796313, 0.09562554249191672, 0.05208615137006694, 0.034480180355106915, 0.03449887692988888, 0.037989178305961255, 0.015730625320967983, 0.006557508480803269, 0.0033918819659033684, 0.0018057902866020436, 0.002324762684387738, 0.0009416810735658841, 0.0006852096336613583, 0.0005765373640640722, 0.000543004315302942, 0.0005420099663249089, 0.00046867033527270567, 0.000741653520579836, 0.0005110330725177683, 0.00043881399250812677, 0.0004831643955880488]","[0.765040650406504, 0.8536585365853658, 0.9008130081300812, 0.9341463414634147, 0.9365853658536586, 0.9723577235772358, 0.9829268292682927, 0.991869918699187, 0.989430894308943, 0.9845528455284552, 0.9967479674796748, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.788961038961039, 0.8831168831168831, 0.9253246753246753, 0.935064935064935, 0.9383116883116883, 0.9512987012987013, 0.9545454545454546, 0.9545454545454546, 0.935064935064935, 0.9415584415584416, 0.9577922077922078, 0.9577922077922078, 0.9545454545454546, 0.961038961038961, 0.9577922077922078, 0.9577922077922078, 0.9545454545454546, 0.961038961038961, 0.9545454545454546, 0.9545454545454546, 0.9577922077922078, 0.9577922077922078, 0.961038961038961, 0.9642857142857143, 0.9577922077922078]",0.9577922077922078,[0.99122807],[0.1375],[0.99122807]
0.001,64,0.2,"[0.5765035283759358, 0.3791519233850929, 0.3159640045185399, 0.24653786520163218, 0.18220917895072844, 0.1247650796078085, 0.11608682004659157, 0.07624181658332425, 0.04379600939015305, 0.03812667693549055, 0.06262037456641352, 0.025085985490946264, 0.025784268559569994, 0.01867036887073541, 0.006623895351048105, 0.00463840288093041, 0.00256467524431343, 0.0018174889223930252, 0.0017978166570750678, 0.01694012853672834, 0.0108028068411641, 0.015137555044356401, 0.05072695664092293, 0.024255396038051543, 0.014413166058257343]","[0.7390243902439024, 0.8138211382113821, 0.8601626016260162, 0.8910569105691057, 0.9211382113821138, 0.9585365853658536, 0.9520325203252032, 0.9739837398373984, 0.9886178861788618, 0.9878048780487805, 0.9821138211382113, 0.9934959349593496, 0.9902439024390244, 0.9959349593495935, 1.0, 0.9991869918699187, 1.0, 1.0, 1.0, 0.9951219512195122, 0.9967479674796748, 0.9943089430894309, 0.9796747967479674, 0.9943089430894309, 0.9959349593495935]","[0.7987012987012987, 0.8474025974025974, 0.8766233766233766, 0.8409090909090909, 0.8571428571428571, 0.9577922077922078, 0.9285714285714286, 0.9415584415584416, 0.961038961038961, 0.9545454545454546, 0.9253246753246753, 0.9253246753246753, 0.9545454545454546, 0.9512987012987013, 0.961038961038961, 0.9577922077922078, 0.9545454545454546, 0.9577922077922078, 0.9642857142857143, 0.9123376623376623, 0.8993506493506493, 0.9675324675324676, 0.9253246753246753, 0.9675324675324676, 0.9642857142857143]",0.9642857142857143,[0.98245614],[0.0875],[0.98245614]
0.001,64,0.3,"[0.513649843572601, 0.32291056559822423, 0.24707638839396034, 0.19746436463381217, 0.15451672822237014, 0.121410597557944, 0.09936511905455007, 0.05508266963609835, 0.035216453029372825, 0.04293465028872819, 0.03972587236543981, 0.05128912341788532, 0.040284300868104146, 0.03207478050778552, 0.012083152506682205, 0.004045349251236615, 0.004952120434348964, 0.003219154475794393, 0.0018467534418649427, 0.001465331717125496, 0.0008117726370569212, 0.0008937488975404663, 0.00116998199027432, 0.0014266656853667483, 0.0007639109265869408]","[0.7707317073170732, 0.8544715447154472, 0.9032520325203252, 0.9227642276422764, 0.943089430894309, 0.9544715447154472, 0.9617886178861789, 0.9821138211382113, 0.9902439024390244, 0.9845528455284552, 0.9861788617886179, 0.9821138211382113, 0.9861788617886179, 0.9910569105691057, 0.9991869918699187, 1.0, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.7532467532467533, 0.8311688311688312, 0.9188311688311688, 0.9545454545454546, 0.9318181818181818, 0.948051948051948, 0.948051948051948, 0.9642857142857143, 0.8993506493506493, 0.9512987012987013, 0.9577922077922078, 0.948051948051948, 0.9545454545454546, 0.9545454545454546, 0.9707792207792207, 0.9512987012987013, 0.9675324675324676, 0.974025974025974, 0.9707792207792207, 0.974025974025974, 0.9642857142857143, 0.9707792207792207, 0.9675324675324676, 0.961038961038961]",0.961038961038961,[0.99122807],[0.125],[0.99122807]
0.001,64,0.4,"[0.5552952258082909, 0.36309970682714043, 0.3045824234805456, 0.23129864979565629, 0.224094324601375, 0.13208507069242678, 0.1187623535139047, 0.070762462418799, 0.052931514709461024, 0.047029131328369056, 0.01981553257541443, 0.014800707184959476, 0.019645323867841465, 0.011725509685380914, 0.007686154635214224, 0.011923301083649076, 0.03670140560262087, 0.03140064073590244, 0.015345446891870684, 0.01130274450330715, 0.005324532007949987, 0.0034997884438958066, 0.0015580677606233555, 0.0011230318081362658, 0.0008259568075702443]","[0.751219512195122, 0.8333333333333334, 0.8634146341463415, 0.9, 0.9170731707317074, 0.9536585365853658, 0.9585365853658536, 0.9764227642276423, 0.9845528455284552, 0.9869918699186991, 0.9975609756097561, 0.9967479674796748, 0.9943089430894309, 0.9991869918699187, 0.9983739837398374, 0.9983739837398374, 0.9869918699186991, 0.9878048780487805, 0.9951219512195122, 0.9983739837398374, 0.9983739837398374, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.8376623376623377, 0.8344155844155844, 0.7954545454545454, 0.9383116883116883, 0.8831168831168831, 0.9545454545454546, 0.9383116883116883, 0.935064935064935, 0.9577922077922078, 0.948051948051948, 0.8538961038961039, 0.9415584415584416, 0.9675324675324676, 0.9577922077922078, 0.961038961038961, 0.801948051948052, 0.9642857142857143, 0.9155844155844156, 0.9675324675324676, 0.961038961038961, 0.9707792207792207, 0.9707792207792207, 0.9675324675324676, 0.9772727272727273]",0.9772727272727273,[0.99561404],[0.075],[0.99561404]
0.001,128,0.1,"[0.6204460317526407, 0.3873574848582105, 0.3309534252659092, 0.27189246396708294, 0.2120557914419872, 0.16985298535688137, 0.14065403586965267, 0.09539667492717262, 0.06767290554395536, 0.04876188488025975, 0.03106528922491442, 0.017064202434527196, 0.011880096179864755, 0.009925243488656796, 0.008004563989314607, 0.0072518132960166385, 0.008141820241765279, 0.008036810857796572, 0.0039878057037684616, 0.0025549561131700147, 0.0015796138598333771, 0.0010164046555007921, 0.0008740698789034372, 0.0006021636444507394, 0.0007101185251655799]","[0.7357723577235772, 0.8170731707317073, 0.8585365853658536, 0.8780487804878049, 0.908130081300813, 0.9349593495934959, 0.9447154471544715, 0.9699186991869919, 0.9804878048780488, 0.9829268292682927, 0.9951219512195122, 0.9975609756097561, 0.9991869918699187, 0.9983739837398374, 1.0, 0.9991869918699187, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.7402597402597403, 0.7435064935064936, 0.7532467532467533, 0.814935064935065, 0.8928571428571429, 0.9253246753246753, 0.9415584415584416, 0.9448051948051948, 0.9577922077922078, 0.9512987012987013, 0.9577922077922078, 0.9707792207792207, 0.9707792207792207, 0.9318181818181818, 0.9675324675324676, 0.935064935064935, 0.948051948051948, 0.948051948051948, 0.9642857142857143, 0.9772727272727273, 0.9642857142857143, 0.9675324675324676, 0.974025974025974, 0.974025974025974, 0.974025974025974]",0.974025974025974,[0.98684211],[0.0625],[0.98684211]
0.001,128,0.2,"[0.7369343805603865, 0.44569467538740576, 0.38209146193372523, 0.33089036553855833, 0.2770927093135632, 0.22467152478733682, 0.17773412761649465, 0.14432618007427309, 0.176377986020189, 0.15102513902555637, 0.10039761529220798, 0.08290628594596211, 0.055355402094319585, 0.04279119455354, 0.02852047052294985, 0.02861920741151988, 0.020573125219320865, 0.02025366703396648, 0.011251705543448528, 0.007731138363601716, 0.005337596718767068, 0.004572392256582171, 0.004123096246408616, 0.003930642397135375, 0.002713588214804971]","[0.751219512195122, 0.7666666666666667, 0.8203252032520325, 0.8447154471544716, 0.875609756097561, 0.9105691056910569, 0.9317073170731708, 0.9471544715447154, 0.9243902439024391, 0.9439024390243902, 0.9699186991869919, 0.9691056910569106, 0.9821138211382113, 0.9886178861788618, 0.9951219512195122, 0.9934959349593496, 0.9967479674796748, 0.9943089430894309, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.7402597402597403, 0.75, 0.788961038961039, 0.8311688311688312, 0.8311688311688312, 0.8766233766233766, 0.9253246753246753, 0.8051948051948052, 0.948051948051948, 0.9285714285714286, 0.9415584415584416, 0.9512987012987013, 0.9545454545454546, 0.9545454545454546, 0.9577922077922078, 0.948051948051948, 0.9383116883116883, 0.9383116883116883, 0.935064935064935, 0.9642857142857143, 0.9577922077922078, 0.961038961038961, 0.9642857142857143, 0.9642857142857143, 0.9577922077922078]",0.9577922077922078,[0.98245614],[0.1125],[0.98245614]
0.001,128,0.3,"[0.6484870719231242, 0.4508207774259211, 0.38570534892198516, 0.34399759968121846, 0.3011097678808662, 0.26917064066340285, 0.24835890885291062, 0.21770368991343955, 0.1904917320342568, 0.14783652039562784, 0.11625156480122388, 0.09757475448333151, 0.07134454562896636, 0.05101424346609813, 0.04282924792146295, 0.03162890868942912, 0.029966777905337208, 0.022037372677549114, 0.014081716081657545, 0.013092747003566928, 0.008273992168800376, 0.008040145646053843, 0.006847967706408685, 0.005075654734259214, 0.004507754418272071]","[0.7154471544715447, 0.7723577235772358, 0.8260162601626017, 0.8390243902439024, 0.8764227642276423, 0.8878048780487805, 0.8902439024390244, 0.9073170731707317, 0.9211382113821138, 0.9422764227642276, 0.9552845528455285, 0.9650406504065041, 0.975609756097561, 0.9845528455284552, 0.989430894308943, 0.991869918699187, 0.9951219512195122, 0.9983739837398374, 0.9975609756097561, 0.9975609756097561, 0.9991869918699187, 0.9991869918699187, 0.9991869918699187, 0.9991869918699187, 1.0]","[0.7402597402597403, 0.7402597402597403, 0.7857142857142857, 0.8311688311688312, 0.8506493506493507, 0.8831168831168831, 0.8766233766233766, 0.8798701298701299, 0.8376623376623377, 0.935064935064935, 0.935064935064935, 0.9577922077922078, 0.9318181818181818, 0.935064935064935, 0.9253246753246753, 0.961038961038961, 0.9285714285714286, 0.9512987012987013, 0.9512987012987013, 0.9415584415584416, 0.961038961038961, 0.9448051948051948, 0.9577922077922078, 0.9545454545454546, 0.9642857142857143]",0.9642857142857143,[0.99122807],[0.1125],[0.99122807]
0.001,128,0.4,"[0.6150626031363883, 0.40355151271432393, 0.3416703858026644, 0.2765352366416435, 0.23903722113710107, 0.21402052829905255, 0.15491722902146782, 0.11885387296599101, 0.10936098762038278, 0.08880156411872647, 0.0550679192431574, 0.0349251299339339, 0.030096250445377535, 0.018821241915589426, 0.015937273619257338, 0.011160298653431539, 0.006966772897365859, 0.0064647920937012365, 0.004736920862223923, 0.0032083153160576655, 0.00438972192824008, 0.0042225299259208565, 0.0033182644970503037, 0.002835633438004832, 0.003655574609131772]","[0.7504065040650406, 0.7991869918699187, 0.8463414634146341, 0.8796747967479674, 0.8902439024390244, 0.9065040650406504, 0.9398373983739837, 0.9577235772357724, 0.9585365853658536, 0.967479674796748, 0.9821138211382113, 0.9910569105691057, 0.9926829268292683, 0.9983739837398374, 0.9959349593495935, 0.9991869918699187, 1.0, 0.9991869918699187, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9991869918699187]","[0.7402597402597403, 0.8311688311688312, 0.7532467532467533, 0.7954545454545454, 0.8961038961038961, 0.8961038961038961, 0.9090909090909091, 0.8766233766233766, 0.9383116883116883, 0.9318181818181818, 0.8571428571428571, 0.9448051948051948, 0.9415584415584416, 0.9285714285714286, 0.9448051948051948, 0.9545454545454546, 0.9415584415584416, 0.9545454545454546, 0.948051948051948, 0.9545454545454546, 0.9383116883116883, 0.9577922077922078, 0.9512987012987013, 0.9448051948051948, 0.948051948051948]",0.948051948051948,[0.97807018],[0.1375],[0.97807018]
